Request_ID,User_ID,Location,Donation_Amount,Requested_Aid_Type,Aid_Urgency_Score,Time_of_Request,Free_Text_Reason,Is_Fraud
27811a74-878a-4c34-baad-e7749c9526d9,6edfb3f7-1af9-43f9-87fc-e10da838f416,Chennai,1843.84,Medical,4,2025-01-22T22:58:19,Be decide and science.,0
b41cb082-656c-47a5-b356-cb808c90be81,c8c5df0c-cd5d-43dc-9400-111c17d25fff,Bangalore,6311.89,Medical,2,2025-01-06T15:24:43,Real road they agent.,0
114557f3-157b-4a9d-a1d5-57f4ebf370fd,b3c1d19c-e71d-4381-8799-bcb7eacfdc8a,Bangalore,6712.39,Cash,2,2025-01-09T22:32:47,Summer million from pick right address fact.,0
9b42ce48-1e32-4253-b271-620997f07d30,eb3ec0a8-984a-47e5-b189-66c740313220,Delhi,5594.11,Food,4,2025-02-20T15:59:36,Believe idea attack.,0
96b866f2-9099-4a2b-817f-9b2e2df25c90,f7c11431-2dc3-45f9-aafe-753950df543a,Mumbai,2137.02,Medical,1,2025-02-10T17:07:28,Pay music rate magazine mission quickly allow sort.,0
9c67a3b1-a42e-441c-80c2-078364647308,4a5f6889-4ba9-4688-badb-87d2b15e3147,Delhi,-235.83,Clothing,2,2025-04-04T00:55:50,Offer side art author share left stop.,0
36fd6848-d911-43d3-8327-4ff6a152f1fc,f64f2f68-faa1-4caf-a01d-d3ff21d50443,Delhi,5370.13,Clothing,4,2025-01-14T15:21:40,Cost little western safe rich brother business.,0
73590489-c6d9-4780-bc3f-4d2799a91d47,c01cfadc-c3b7-46a1-8d43-40e95e12e432,Chennai,6427.33,Cash,5,2025-02-25T04:16:21,North manage reflect clear among.,0
db149ddc-a2e5-4e82-b4bf-4b5ec0332bf7,a67365ab-a59e-45ed-84f6-fa17a7d94654,Bangalore,5170.76,Medical,4,2025-04-08T11:17:39,Point country affect high process inside sister.,0
1af826ad-867b-4851-9b8a-87bdfd9398d2,3a5117ee-63fe-44a9-bbee-81530187429d,Mumbai,6211.76,Food,4,2025-02-02T14:19:12,Difference professor audience really.,0
98626edb-967d-47b6-8ba1-7f1433c4f09a,312be786-8e36-44c0-882d-2f50287b78ed,Bangalore,6211.81,Medical,5,2025-03-20T23:17:10,Lot future until bar collection address knowledge admit.,0
574cd97d-7809-4b09-9d51-1f5e6498ff39,1e62d37f-583e-421a-9ac5-457034cf0016,Kolkata,6821.4,Food,4,2025-02-11T03:38:34,Also look change allow month return.,1
c991e93b-335a-4982-90e1-f9ecc0f3dc18,e491f769-b749-481c-9350-516c0b168a9e,Chennai,6218.38,Shelter,2,2025-01-20T08:56:47,Alone end enter feel though itself place.,0
9015ea8e-3509-4213-b6b8-8f1c9e626f68,9b368e91-f0a4-4721-b4d9-5402a53c1240,Chennai,2644.84,Shelter,5,2025-02-21T03:49:18,Benefit whom commercial assume possible.,0
12e2e686-44cb-407e-b1ae-920f9b07e018,a3fcc19b-3722-4647-a5f7-116840f16eb6,Delhi,2951.63,Cash,4,2025-03-14T12:13:06,Chance direction out sense whether or.,0
28d1a595-38f2-4fe5-83b2-f617b2f4bf8d,f82db1fa-6f31-4064-80c2-4ca2809b9ffe,Delhi,2260.03,Cash,1,2025-03-25T22:39:46,South at which age police.,0
fcb1c985-8520-46e5-b622-684757b8fdda,ba436c45-f435-451d-a9cc-344eb0d1825b,Kolkata,6217.57,Food,5,2025-01-19T03:24:49,Onto it fire necessary.,0
47dc2e84-5f14-4a6e-a420-8f444428cfb4,104cca83-c7ac-41d7-92b2-2f1a388b8d32,Chennai,580.75,Food,2,2025-01-06T17:32:51,Throughout second lay wish choice watch out.,0
ced74ae0-4cc0-472a-a778-5fac556e6dc2,1bd0f906-344b-491c-9391-c52a39fe4bd7,Kolkata,4070.53,Clothing,5,2025-01-13T21:39:07,Resource soldier keep similar color respond few.,0
91dcbd2f-fb6f-4282-9dfd-3e87c5c5bb3d,c970dc52-6c27-45f4-b784-c0e29aca5894,Delhi,6783.98,Food,3,2025-01-20T18:31:21,Leader measure weight stuff receive school full.,0
c095dfba-8a90-4c6a-861d-e1ccacd1fb40,52ea9263-1aea-4d82-8773-07fc51dd1477,Bangalore,3961.84,Medical,3,2025-01-11T16:26:14,Possible heavy little perform place country.,0
f5ac83b9-7444-4120-8a31-eea423748a98,598aa1ef-8d95-4f6c-925b-a78d727f6ad4,Kolkata,4859.07,Clothing,1,2025-02-18T18:53:24,Involve tonight drive network investment only.,0
a1edaa2a-187e-4609-a003-6f799ebd256f,87234810-0b19-4fb3-9234-5731b35db346,Kolkata,2072.46,Cash,2,2025-04-01T01:51:43,Know western understand now.,0
618d06fb-69fd-471a-866d-017e0b7176d4,a3de72a4-7e5b-4b1f-a131-7554165bc46c,Chennai,3333.89,Cash,4,2025-04-02T17:47:07,Process old girl mean decade security detail.,0
16f8e029-d1fe-461a-b2c6-79b22652a885,bb0394b2-75de-47ae-a87a-e649908198eb,Chennai,16701.93,Cash,5,2025-02-06T12:26:08,Debate draw win.,1
4e244d29-752f-4af9-b2b7-c3b33a98e225,5ce97dbe-63b9-4599-b3a5-71efa41f29f5,Chennai,-1174.56,Cash,4,2025-02-09T17:05:58,Discussion stand product yeah they grow protect.,0
2b827ab4-a27a-433c-a8f7-72223b4da22c,068724d8-4ad5-445c-a3ad-61a8334b63df,Delhi,6411.65,Food,1,2025-02-07T16:05:06,Should range article PM building participant.,0
2c09a520-7d58-4f9e-9d31-af9a14294735,134aea69-fb97-4557-9626-c8bfa5ba9af2,Chennai,8114.09,Clothing,3,2025-02-04T20:25:07,Clear source reason statement.,0
3faedef3-1220-44c3-9046-7e74f871e30f,a6c2a371-66b4-435f-b1ca-5d6c1348e623,Mumbai,5393.14,Cash,5,2025-03-07T13:29:57,Itself research cost involve job.,0
6c428ac9-63c5-45ce-8599-3aa7a871b0ac,50d70e60-5f00-4bfa-8c93-d72892c381d0,Chennai,1599.59,Clothing,2,2025-04-01T22:32:28,Again control above determine him.,0
9d5046d8-ef7f-446c-baa6-9a29c004b410,65c0b548-3c60-444f-88ce-1b7ea7ab91d6,Chennai,4800.1,Clothing,4,2025-01-14T09:38:02,View report adult fire open.,0
21c58090-aed3-41c8-b091-ee72de6f04da,d198fe3e-19e0-40ae-94c7-d17f65943acd,Kolkata,7106.3,Clothing,2,2025-02-28T21:57:48,Hundred every step conference camera arrive power.,0
109d89a4-9805-4bcf-b377-b5e6a3951e23,ac289c8d-6895-4b9c-ad96-198123b98c33,Delhi,7258.91,Clothing,2,2025-03-21T22:37:37,Degree sense after know.,0
b0b67155-78e6-4c30-9949-9976bccf13e1,8ceef8c1-034d-4315-bb33-1175bc5f4d20,Chennai,5966.34,Food,4,2025-03-07T13:53:34,Several far traditional design ground season father he.,0
d1afd10e-2e5a-4f95-a838-55dbdc1871c6,45635a72-f54c-427f-9cd8-bf3602541833,Mumbai,3618.99,Shelter,4,2025-02-17T20:06:49,If nice weight say.,0
518fe44c-4c92-4997-988d-6764156ee082,16525096-930f-4aa8-a48c-1f63ca7121f0,Kolkata,6946.52,Medical,1,2025-03-01T12:50:03,Same performance discover.,0
b4d14f66-c670-4d05-a1d1-6517ff62927b,a8e275cb-530a-4642-8220-cda4903a3707,Kolkata,3432.43,Clothing,4,2025-03-27T18:22:49,Exactly democratic decide tree national.,0
68e9553e-cf11-491d-807f-5e0417c51b61,24d5c78e-ea11-4512-826f-58c55debc9ac,Delhi,2563.11,Shelter,5,2025-01-16T14:38:39,Tonight organization front investment simple.,0
eacb62a6-1a0f-44ca-b2b0-2820cd52f393,04ad9b05-7e5b-4f2d-8834-f2dfc6ab5d40,Kolkata,4159.2,Cash,3,2025-01-22T03:36:17,Bill capital method company large art former.,0
b88bd569-c22f-4f27-8786-a4117755961b,e57da7a0-0658-42fa-8d85-f61b43293faa,Delhi,5602.46,Shelter,1,2025-03-16T23:25:46,Up industry what care drive wrong member.,0
ab127cb0-33db-4bee-af45-5870418caf49,a6369583-21f5-45b1-b191-44db342235ae,Kolkata,3691.31,Cash,1,2025-02-08T19:46:14,Yard nothing science shoulder.,0
e7f12e2d-3d20-48e7-9da5-d241bc1f5948,e01ec59f-7940-4914-8f5d-08fcdce6d980,Bangalore,5979.84,Cash,5,2025-01-18T01:12:31,Often authority before two.,0
334bfb7f-86e0-43a5-8186-2b23447e3fae,bdd8227a-68a5-49f2-b415-ca8f0e95e5b2,Chennai,6458.04,Medical,4,2025-03-21T12:54:25,Traditional its place health.,0
caa161f5-624e-4efc-a76f-6b85f63d3551,eea07ae5-30a6-4eed-9412-0a4cec1c9437,Delhi,7056.8,Medical,3,2025-02-06T01:58:13,Gas can everything.,0
c57e04a2-8412-4ad1-a87b-8db66ac3e8e1,7ba63607-72d4-45e5-8ddb-6fe83223c2ec,Mumbai,11746.03,Medical,2,2025-03-25T17:32:14,Feeling use that assume.,1
7f05a09a-b4b7-4d05-aa54-d17ae4d2a8ca,7137ecbd-bcc8-400b-8410-563a0998ad8e,Bangalore,3346.4,Shelter,1,2025-01-28T23:32:23,Less single itself.,0
d88a3caa-1d4c-4885-a39f-ef8b7b6b31ce,58b38d7d-7709-4971-be00-400b1d196431,Bangalore,7808.57,Cash,3,2025-01-04T20:04:56,Stop medical stop I special.,0
e57c5f4b-f2d8-4b25-bdef-1c2c94d8d03e,044e0f04-0068-4caf-a638-cd3208013545,Delhi,6015.69,Shelter,5,2025-01-15T16:19:13,Base up market sound action.,0
aaaa3f5a-b905-497a-b128-b41b23da3085,92b987b3-1c57-4403-9daa-78f320758d47,Kolkata,5375.58,Medical,2,2025-01-19T17:49:36,Election onto ask condition appear in range.,0
e57998d9-0b0e-4a17-8759-e51681b49e2c,03921c37-9a32-4b35-bc12-7c8b35900524,Chennai,10041.77,Medical,2,2025-01-01T09:55:01,Well per it laugh.,1
9d1733a1-8ae0-4200-bc8a-d9a2d71c7c2d,0367a1ac-9886-4b72-ab7b-acae3b7450d5,Bangalore,5256.31,Clothing,1,2025-01-20T04:22:59,Provide beat trade yet executive moment sister.,0
83b726c4-0b32-4a1f-b488-ca6a584e0470,097d2a9c-2077-4059-ac12-a935d82f511d,Mumbai,5097.71,Medical,3,2025-01-26T13:21:42,Enter well power.,0
08d11e70-148c-45e5-9bf5-ec8aa0ae61d6,81cbe189-6d0e-4f0d-bacd-b0acb1423089,Kolkata,7159.29,Shelter,5,2025-04-04T07:00:55,Pass born west outside.,0
a13b410d-7262-42a5-a56a-e06f86964cdb,f8c00d21-b976-4f54-8bd5-c5351f7b98c7,Delhi,6554.73,Medical,1,2025-04-04T20:19:36,That involve live moment almost from.,0
2831f933-c320-4412-ac84-f06c6fc77616,a7c61e0a-785f-42e4-85b7-913f01e90289,Kolkata,7553.31,Clothing,1,2025-02-20T03:13:54,Should right certainly right range billion I.,0
ec674a42-df2d-4b6e-ac53-9082731cec9d,f0e31e98-c01f-4c3d-99a0-03967141b528,Delhi,2648.53,Medical,4,2025-01-18T21:51:34,Any anything southern fine opportunity structure real.,0
eae585cc-1305-4ca0-bc48-689b770a304f,cd807d41-891c-4edb-a5e5-26f08378c4bc,Delhi,6407.07,Clothing,1,2025-04-04T15:37:47,Price magazine door leg case office.,0
749dc0d6-9c47-4c41-93ec-523e3f259456,03d0dbb8-9b39-4540-a553-4091ece6fca2,Bangalore,4743.98,Cash,4,2025-01-01T02:57:42,Election four anyone many once need.,0
977a6992-61ed-48ce-9698-12285c4de520,22c58b0a-870e-4d2c-ac0e-61c4b5198916,Bangalore,526.03,Shelter,5,2025-02-05T15:20:21,Those police simply guy place hair.,0
764ee1ab-018d-4128-87ab-80db597977b2,4a4aeea1-0313-4d2a-9968-88deca55dced,Chennai,4038.25,Shelter,5,2025-03-21T11:18:40,Recent especially picture smile deal southern actually.,0
b255ff48-c6fd-41fd-9574-80a40087adad,474344b8-0e78-47ec-9021-88a323329b3b,Delhi,5753.63,Shelter,1,2025-03-18T02:55:18,Suddenly town adult same long focus computer.,0
5cb9e460-e180-45a9-8ad4-fb5ed5bd3ab8,68434546-34a8-42e0-a659-3a0b7ef46efd,Chennai,6393.88,Food,5,2025-02-27T23:58:06,Teach kitchen to.,0
748d7c8f-eaf3-4387-a1b1-00625224a094,1824bb3c-3d58-42b2-b5e7-6a58084d9390,Mumbai,7672.77,Shelter,4,2025-02-15T08:49:42,Doctor family plan service alone success.,0
9be79482-f3f2-425e-8e24-3a95a3bb70be,8e4aafc0-872d-4e38-816c-de93630fdf5d,Kolkata,5213.36,Food,4,2025-01-27T19:03:32,Concern body evidence room while without.,1
d5ae1a80-326d-4f25-95ab-286a5bec9abf,969e9d81-cb5e-4ebe-99a6-f76c476802f0,Chennai,6502.11,Food,2,2025-03-28T06:48:40,Minute better moment rule cause food page listen.,0
9ccea33f-f6c9-43f3-a12e-b9e5dc1e24ed,27f7f57c-d0c7-47b0-bb72-fc464e57ef03,Delhi,8140.09,Food,1,2025-03-02T08:56:33,Across shoulder company forget opportunity floor example.,0
c19ca3b2-2f01-432e-bd34-a5972aa54227,aa29141c-fe4b-499a-b21f-c7373a66d621,Delhi,4989.81,Clothing,2,2025-02-08T10:16:30,Nation choose especially together do factor.,0
253e68c0-bca9-4de6-9737-4c2d5dc1d9db,0b9f92e0-9904-42ad-94ad-e2c14d855d1c,Delhi,6714.67,Shelter,5,2025-02-17T19:11:04,Song middle positive attorney speak night.,0
910dca05-3635-426e-8e6b-bcd91ae5cc84,964dbfbd-6c74-44fd-aa77-93dcbad23341,Chennai,8340.84,Clothing,5,2025-02-07T06:04:14,Edge boy agree professional education.,0
2330c7b4-df2a-4c8c-a7b3-0fbc8326e9f1,30e02985-c6e7-4e11-a68e-bb4d54a9ce01,Delhi,8130.36,Shelter,5,2025-01-09T13:23:36,Art fact spend thought nor.,1
4fd76d0c-21f4-43c4-a8b2-17f975dfbb2b,2073a61c-81ed-4920-b23d-8ac98f36e90e,Delhi,691.64,Cash,1,2025-03-01T23:16:14,Mention structure home.,1
adfb63e4-55d3-4b47-94f1-07176ff0a216,18c4bc19-4fa0-43d6-91a0-bd2bd728749b,Kolkata,4819.82,Clothing,4,2025-02-23T17:16:39,To argue position wall too still talk.,0
3615de2a-2e5d-471c-af7b-a3d4bf7cf944,05be0c4f-1004-4cb7-ace2-784f6624e31c,Kolkata,5073.24,Clothing,5,2025-02-21T21:48:11,Often type herself organization season remember.,0
a839bcf4-27f7-4c44-9cf2-4850cc8946ef,38ac327e-5b9b-49e6-9550-a411a0151ca6,Kolkata,4294.67,Clothing,2,2025-03-07T10:58:18,Sometimes sometimes important reach cut spend.,0
c8486a43-9910-47bb-b5eb-4302778b6624,a84bcc76-88dc-4c23-b8e8-0ca1eb583994,Delhi,5403.3,Food,3,2025-02-09T06:35:48,Back experience form money lay.,0
318df1d2-0454-4302-82c5-de08c83745d8,cb3fe03e-14cf-4a5a-b1a6-a38d6b5b9507,Bangalore,3123.12,Clothing,2,2025-03-18T05:56:23,Past nor human television believe.,0
532e429c-55fa-49a6-867f-54610d44792f,bac0bad3-a176-4ce5-a82c-aba88e8bbb13,Delhi,2967.12,Shelter,1,2025-03-20T12:34:30,Cut tree professor level.,0
d19c96d5-86a6-4d78-99a0-a9d45155f384,b06f88d5-8bb7-42a9-b5cc-369e8a86ed88,Chennai,5648.62,Medical,1,2025-01-08T17:12:27,Seat follow work today.,0
96c14055-0a09-47f8-8277-a2607a95c89b,f1b6fb19-618b-48b7-9206-4251c4d77258,Bangalore,6311.71,Medical,2,2025-02-06T08:33:02,Together economic bill.,0
b934b6ef-dfe1-42e9-8cb7-38cf18750102,8255c363-c67e-4039-b19a-07384c186e41,Chennai,6259.27,Cash,4,2025-02-02T21:21:38,Security agency language type kind information pick.,0
f3e65ab3-7f16-4c2c-9651-c39b4e3ec277,75b12704-994a-41cd-a04a-4234053d449f,Kolkata,5342.64,Clothing,2,2025-02-04T04:44:12,Rise just watch score industry simply.,0
b00a1880-4800-4ab9-a2cb-e202ee666550,f0311cf0-e512-47b1-a7c7-a8c743030321,Mumbai,2444.68,Shelter,5,2025-03-12T14:40:00,Trade present author performance play less local.,0
f6c618e1-c798-45ef-a94f-e7d54a67f4ac,d44d84a3-75c0-4328-9dd1-de89380c1483,Mumbai,6523.78,Clothing,2,2025-03-25T07:48:45,Not white fight doctor.,0
e50abb0c-e053-49e7-9d85-7cfe0a6cc8fc,859817f1-a6dc-4b6c-a7f1-1a6bc230459f,Delhi,5611.93,Shelter,1,2025-03-30T12:08:18,Herself fish along check respond traditional.,0
6641a123-14e8-400f-999e-bc09538800d7,3d9fa035-7264-4b06-a59b-3152c3ffb352,Kolkata,5054.66,Clothing,4,2025-02-13T23:31:26,Response resource indeed same drive talk.,0
3809b520-2ea7-4421-9e99-2dcd15f34dda,f958df2c-3f09-4176-9eab-1882779fa246,Chennai,7419.41,Clothing,2,2025-02-21T18:16:13,Eat position issue only week another.,0
110c6efa-d49b-44fc-8601-74fa4ea5bd03,88c1d29b-5847-485c-8c60-d246f024ac16,Delhi,5347.5,Cash,4,2025-01-26T23:14:53,Forward decision religious environment language.,0
ac733243-89e8-4454-98a4-c5214ee2d2e0,2ad20986-36e9-4b90-8f65-ae3fb2952323,Chennai,3957.76,Cash,2,2025-02-02T16:51:29,Administration whose trade quite other.,0
8b52fc9c-8cd9-43b2-a291-ecd98ac4c2bc,17a96767-4d09-4e6d-8bce-760b9f6933fe,Mumbai,1841.84,Clothing,5,2025-03-16T05:51:54,Offer do sometimes science good raise.,0
87ffd750-9af2-48a7-9e56-668a105d3161,dd4a4e4d-75fc-43d0-a570-4e80351292b9,Delhi,1816.07,Food,1,2025-03-15T01:46:13,Western top information will how yes.,0
88a4ecfc-9482-4a71-8a12-f343f2f7040c,2407d76e-8142-4d52-ba5f-99599fe5537a,Bangalore,6079.69,Food,5,2025-01-14T14:28:50,Century sea ago power.,0
fe65e6c2-297b-4974-b866-8e75a9b37588,626e70ff-659c-47c2-a985-fc1e5c7d3e00,Mumbai,3536.27,Medical,1,2025-01-06T00:28:10,Much increase write.,0
f11a9e97-0ac7-4f42-b8c0-5afb5f8fce9a,5f7d3c1d-6019-4609-98f4-3a08d47874c3,Chennai,6276.79,Medical,4,2025-03-13T19:40:29,Staff TV third stage people night design.,0
32327c93-fcad-4791-96e9-d30ec2d70a38,55fa1477-156a-4564-aac8-09a31fa94e59,Chennai,5227.23,Shelter,1,2025-03-09T13:04:29,He girl PM three development them last.,0
f52e416e-ea50-4947-8d0e-e20063716c69,b43c17c5-bb6d-45b2-bf02-555b3123046f,Delhi,6530.1,Food,5,2025-01-18T18:15:58,Democrat window others remember question.,0
32a8eb09-ab90-48b9-a891-6dc4f3f2eb64,7879c9ac-924c-45b8-9491-aca8d0e1730f,Delhi,12783.59,Clothing,5,2025-01-04T18:48:21,Station industry blue lot church bar direction very.,1
ee6b35a1-5899-4e04-9b0f-033d86f1e4d0,e7b2b9bb-7508-46d3-b344-af28cf5536fc,Delhi,4018.27,Cash,4,2025-03-30T13:03:51,Several consumer degree fight as.,0
5160238d-41cb-4921-a85e-9b2dd15928f6,cbf8b58b-8177-4ece-a4a9-344a673efdfb,Chennai,5457.72,Cash,1,2025-03-07T00:13:09,Increase character per short role live.,0
e22a2a43-901c-45fc-b7fe-881cd6fed60d,c1fd3b12-83e9-4a85-8223-bb011605460f,Mumbai,4603.76,Medical,5,2025-02-15T05:38:11,Price allow attention important audience.,0
b4d7b8ea-82cf-4de6-9361-adc3d1696061,929fbb9d-7cc1-48ce-a23c-a8a09222ea43,Bangalore,1473.68,Food,4,2025-01-26T06:35:43,Agent state these relate television thousand activity.,0
8aec0afc-2ff6-4427-a606-002fe1d909a5,9d7ad31f-0097-4465-8360-04b7341664b9,Chennai,6022.86,Clothing,2,2025-02-13T22:12:36,Subject card improve any hear couple he out.,0
7d18f001-ff08-48dc-9165-9b9627fd5a1c,7a587bf3-7c14-41f9-a2e9-688578702e5c,Kolkata,5584.3,Shelter,1,2025-02-18T00:06:10,Health state drive southern protect.,0
62336c70-40bc-46e8-8f22-00f0dca2aebf,17a227ff-06c9-487b-8c1b-4edb30608828,Chennai,3028.18,Clothing,3,2025-02-13T03:35:19,Note education behind.,0
65259a07-0ede-4893-91dd-e99890c4787e,afe4bc24-b15b-4c2d-aa7f-cef3b8b53225,Mumbai,6653.32,Medical,2,2025-02-22T02:27:03,As involve work night product figure what.,0
2e79d5fc-3006-442e-a8b0-867e53cfe529,b88400e2-77bd-40e2-b981-b907e36e6f35,Mumbai,4301.07,Shelter,4,2025-03-08T09:33:52,Yourself must son improve heavy cold security.,0
fee8b90d-fa0e-4b92-958f-39ee20ea6947,5e2fe6e1-e366-41e7-a9b9-4f6a1231b548,Delhi,4733.01,Shelter,1,2025-02-18T12:27:08,Receive court toward chair them despite.,0
4439e335-498a-44f6-8cc4-1fa5148b0632,7ae67b66-4c0b-41e6-87ad-39ee79ba7c6f,Bangalore,4762.29,Clothing,2,2025-01-16T03:47:43,Over red seat sell soon player us.,0
892942be-0a6d-4b29-ace2-5a786ee7a3ff,5be9bdc5-863b-458a-947c-1fc2f7bbe870,Kolkata,10111.24,Cash,4,2025-04-06T10:43:29,Media give herself work.,0
902480ae-94c8-4a0f-8bb1-87af7ae8eae1,80f82e56-cdf0-4f15-9b0b-10a7ec757408,Delhi,3444.42,Medical,5,2025-02-17T17:33:44,Spring draw big with evening easy out meeting.,0
71a8f19a-6313-419a-aab2-18428b977cb3,4a2a2be5-d218-4755-85d7-d3e851b8ad94,Chennai,3870.89,Cash,5,2025-03-23T09:08:11,Them decade world much who of.,0
1db0c2bb-440e-4473-b059-02c6cc747301,36db0b7e-3d26-4c78-8cbc-7d8b769b2b72,Mumbai,4469.59,Clothing,2,2025-02-28T12:39:36,Office medical sell of the.,0
1549d7aa-746d-4549-a53f-044ae7ef6d98,376df303-09f2-4053-9db0-419ac95e5306,Kolkata,3991.24,Cash,1,2025-01-22T08:44:16,Theory they institution.,0
a5e97249-86e9-42f8-ac6e-c7d039e985b5,bef5e66b-38ff-4c05-b800-600e7a21a8e7,Delhi,6606.07,Shelter,5,2025-02-28T14:16:18,Reduce detail part play son benefit.,0
5c23b17b-93ba-4faa-b7d3-92a4cbd156dd,4940648f-59f7-4c93-8b47-61e23e7c21a9,Chennai,6740.65,Medical,5,2025-03-07T12:42:43,Note interest security such people floor foreign forward.,0
8f7b797b-a050-425b-b92a-1545ac85edfa,3eeaf311-17d5-4ed9-bc9e-cf4c2b59efb9,Chennai,2516.63,Cash,3,2025-02-27T22:41:45,Child morning early me kid with.,0
23ed02f1-f57c-48fc-a8d5-8b854617c0bd,853fc984-21e5-4def-bbb4-975f9e944be7,Chennai,11481.59,Clothing,1,2025-04-04T15:37:39,Soon exist television my product green story cover.,1
dbacbc30-0c90-4633-a11c-b926642eed8b,9927706e-0925-4f27-80a0-8fcafcf5d132,Chennai,9157.64,Clothing,1,2025-02-22T01:59:55,Participant pick talk own.,0
06cb11b9-f110-4152-818c-decd63cff4d1,81d0e20c-a293-4569-bbdb-041b1cd81b50,Kolkata,5827.69,Cash,4,2025-01-12T13:45:02,Treatment not never investment church building than.,0
f2e3a66a-726c-460d-9373-c372797c7e15,5c19645d-e811-47a9-86ec-1526a8303aa0,Kolkata,777.94,Cash,5,2025-02-25T18:47:57,He beyond news break network.,0
6722c87a-6f69-4653-af17-655e646b9400,1c8d61e4-50c4-4e36-b228-5be9150a2cbd,Delhi,6720.41,Cash,5,2025-02-08T02:34:06,Land ask hot.,0
9eefda78-6c4a-43d8-9df4-a228069a5c0b,42ac08d6-a53c-4a89-95bc-7f163a1cf300,Delhi,4346.1,Cash,5,2025-01-27T23:40:48,Our next series minute including leave hot.,0
